id,track,category,problem_title,file_path,suggested_link,fallback_search,source
1,algorithms_core,arrays_strings,Add Binary,algorithms_core/arrays_strings/add_binary.py,https://leetcode.com/problems/add-binary/,https://www.google.com/search?q=LeetCode+Add+Binary,leetcode_slug_guess
2,algorithms_core,arrays_strings,Backspace String Compare,algorithms_core/arrays_strings/backspace_string_compare.py,https://leetcode.com/problems/backspace-string-compare/,https://www.google.com/search?q=LeetCode+Backspace+String+Compare,leetcode_slug_guess
3,algorithms_core,arrays_strings,Basic Calculator,algorithms_core/arrays_strings/basic_calculator.py,https://leetcode.com/problems/basic-calculator/,https://www.google.com/search?q=LeetCode+Basic+Calculator,leetcode_slug_guess
4,algorithms_core,arrays_strings,Basic Calculator Ii,algorithms_core/arrays_strings/basic_calculator_ii.py,https://leetcode.com/problems/basic-calculator-ii/,https://www.google.com/search?q=LeetCode+Basic+Calculator+Ii,leetcode_slug_guess
5,algorithms_core,arrays_strings,Best Time To Buy And Sell Stock,algorithms_core/arrays_strings/best_time_to_buy_and_sell_stock.py,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,https://www.google.com/search?q=LeetCode+Best+Time+To+Buy+And+Sell+Stock,leetcode_slug_guess
6,algorithms_core,arrays_strings,Buddy Strings,algorithms_core/arrays_strings/buddy_strings.py,https://leetcode.com/problems/buddy-strings/,https://www.google.com/search?q=LeetCode+Buddy+Strings,leetcode_slug_guess
7,algorithms_core,arrays_strings,Check If String Is Rotation,algorithms_core/arrays_strings/check_if_string_is_rotation.py,https://leetcode.com/problems/check-if-string-is-rotation/,https://www.google.com/search?q=LeetCode+Check+If+String+Is+Rotation,leetcode_slug_guess
8,algorithms_core,arrays_strings,Compare Version Numbers,algorithms_core/arrays_strings/compare_version_numbers.py,https://leetcode.com/problems/compare-version-numbers/,https://www.google.com/search?q=LeetCode+Compare+Version+Numbers,leetcode_slug_guess
9,algorithms_core,arrays_strings,Container With Most Water,algorithms_core/arrays_strings/container_with_most_water.py,https://leetcode.com/problems/container-with-most-water/,https://www.google.com/search?q=LeetCode+Container+With+Most+Water,leetcode_slug_guess
10,algorithms_core,arrays_strings,Contains Duplicate,algorithms_core/arrays_strings/contains_duplicate.py,https://leetcode.com/problems/contains-duplicate/,https://www.google.com/search?q=LeetCode+Contains+Duplicate,leetcode_slug_guess
11,algorithms_core,arrays_strings,Count And Say,algorithms_core/arrays_strings/count_and_say.py,https://leetcode.com/problems/count-and-say/,https://www.google.com/search?q=LeetCode+Count+And+Say,leetcode_slug_guess
12,algorithms_core,arrays_strings,Decode String,algorithms_core/arrays_strings/decode_string.py,https://leetcode.com/problems/decode-string/,https://www.google.com/search?q=LeetCode+Decode+String,leetcode_slug_guess
13,algorithms_core,arrays_strings,Encode And Decode Strings,algorithms_core/arrays_strings/encode_and_decode_strings.py,https://leetcode.com/problems/encode-and-decode-strings/,https://www.google.com/search?q=LeetCode+Encode+And+Decode+Strings,leetcode_slug_guess
14,algorithms_core,arrays_strings,Find Minimum In Rotated Sorted Array,algorithms_core/arrays_strings/find_minimum_in_rotated_sorted_array.py,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/,https://www.google.com/search?q=LeetCode+Find+Minimum+In+Rotated+Sorted+Array,leetcode_slug_guess
15,algorithms_core,arrays_strings,Find Pivot Index,algorithms_core/arrays_strings/find_pivot_index.py,https://leetcode.com/problems/find-pivot-index/,https://www.google.com/search?q=LeetCode+Find+Pivot+Index,leetcode_slug_guess
16,algorithms_core,arrays_strings,Fizz Buzz,algorithms_core/arrays_strings/fizz_buzz.py,https://leetcode.com/problems/fizz-buzz/,https://www.google.com/search?q=LeetCode+Fizz+Buzz,leetcode_slug_guess
17,algorithms_core,arrays_strings,Group Anagrams,algorithms_core/arrays_strings/group_anagrams.py,https://leetcode.com/problems/group-anagrams/,https://www.google.com/search?q=LeetCode+Group+Anagrams,leetcode_slug_guess
18,algorithms_core,arrays_strings,Implement Strstr,algorithms_core/arrays_strings/implement_strstr.py,https://leetcode.com/problems/implement-strstr/,https://www.google.com/search?q=LeetCode+Implement+Strstr,leetcode_slug_guess
19,algorithms_core,arrays_strings,Insert Interval,algorithms_core/arrays_strings/insert_interval.py,https://leetcode.com/problems/insert-interval/,https://www.google.com/search?q=LeetCode+Insert+Interval,leetcode_slug_guess
20,algorithms_core,arrays_strings,Integer To Roman,algorithms_core/arrays_strings/integer_to_roman.py,https://leetcode.com/problems/integer-to-roman/,https://www.google.com/search?q=LeetCode+Integer+To+Roman,leetcode_slug_guess
21,algorithms_core,arrays_strings,Intersection Of Two Arrays,algorithms_core/arrays_strings/intersection_of_two_arrays.py,https://leetcode.com/problems/intersection-of-two-arrays/,https://www.google.com/search?q=LeetCode+Intersection+Of+Two+Arrays,leetcode_slug_guess
22,algorithms_core,arrays_strings,Intersection Of Two Arrays Ii,algorithms_core/arrays_strings/intersection_of_two_arrays_ii.py,https://leetcode.com/problems/intersection-of-two-arrays-ii/,https://www.google.com/search?q=LeetCode+Intersection+Of+Two+Arrays+Ii,leetcode_slug_guess
23,algorithms_core,arrays_strings,License Key Formatting,algorithms_core/arrays_strings/license_key_formatting.py,https://leetcode.com/problems/license-key-formatting/,https://www.google.com/search?q=LeetCode+License+Key+Formatting,leetcode_slug_guess
24,algorithms_core,arrays_strings,Longest Common Prefix,algorithms_core/arrays_strings/longest_common_prefix.py,https://leetcode.com/problems/longest-common-prefix/,https://www.google.com/search?q=LeetCode+Longest+Common+Prefix,leetcode_slug_guess
25,algorithms_core,arrays_strings,Longest Consecutive Sequence,algorithms_core/arrays_strings/longest_consecutive_sequence.py,https://leetcode.com/problems/longest-consecutive-sequence/,https://www.google.com/search?q=LeetCode+Longest+Consecutive+Sequence,leetcode_slug_guess
26,algorithms_core,arrays_strings,Longest Palindromic Substring,algorithms_core/arrays_strings/longest_palindromic_substring.py,https://leetcode.com/problems/longest-palindromic-substring/,https://www.google.com/search?q=LeetCode+Longest+Palindromic+Substring,leetcode_slug_guess
27,algorithms_core,arrays_strings,Longest Repeating Character Replacement,algorithms_core/arrays_strings/longest_repeating_character_replacement.py,https://leetcode.com/problems/longest-repeating-character-replacement/,https://www.google.com/search?q=LeetCode+Longest+Repeating+Character+Replacement,leetcode_slug_guess
28,algorithms_core,arrays_strings,Longest Substring Without Repeating Characters,algorithms_core/arrays_strings/longest_substring_without_repeating_characters.py,https://leetcode.com/problems/longest-substring-without-repeating-characters/,https://www.google.com/search?q=LeetCode+Longest+Substring+Without+Repeating+Characters,leetcode_slug_guess
29,algorithms_core,arrays_strings,Majority Element,algorithms_core/arrays_strings/majority_element.py,https://leetcode.com/problems/majority-element/,https://www.google.com/search?q=LeetCode+Majority+Element,leetcode_slug_guess
30,algorithms_core,arrays_strings,Maximum Product Subarray,algorithms_core/arrays_strings/maximum_product_subarray.py,https://leetcode.com/problems/maximum-product-subarray/,https://www.google.com/search?q=LeetCode+Maximum+Product+Subarray,leetcode_slug_guess
31,algorithms_core,arrays_strings,Maximum Subarray,algorithms_core/arrays_strings/maximum_subarray.py,https://leetcode.com/problems/maximum-subarray/,https://www.google.com/search?q=LeetCode+Maximum+Subarray,leetcode_slug_guess
32,algorithms_core,arrays_strings,Merge Intervals,algorithms_core/arrays_strings/merge_intervals.py,https://leetcode.com/problems/merge-intervals/,https://www.google.com/search?q=LeetCode+Merge+Intervals,leetcode_slug_guess
33,algorithms_core,arrays_strings,Minimum Add To Make Parentheses Valid,algorithms_core/arrays_strings/minimum_add_to_make_parentheses_valid.py,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/,https://www.google.com/search?q=LeetCode+Minimum+Add+To+Make+Parentheses+Valid,leetcode_slug_guess
34,algorithms_core,arrays_strings,Minimum Remove To Make Valid Parentheses,algorithms_core/arrays_strings/minimum_remove_to_make_valid_parentheses.py,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses/,https://www.google.com/search?q=LeetCode+Minimum+Remove+To+Make+Valid+Parentheses,leetcode_slug_guess
35,algorithms_core,arrays_strings,Minimum Window Substring,algorithms_core/arrays_strings/minimum_window_substring.py,https://leetcode.com/problems/minimum-window-substring/,https://www.google.com/search?q=LeetCode+Minimum+Window+Substring,leetcode_slug_guess
36,algorithms_core,arrays_strings,Missing Number,algorithms_core/arrays_strings/missing_number.py,https://leetcode.com/problems/missing-number/,https://www.google.com/search?q=LeetCode+Missing+Number,leetcode_slug_guess
37,algorithms_core,arrays_strings,Move Zeroes,algorithms_core/arrays_strings/move_zeroes.py,https://leetcode.com/problems/move-zeroes/,https://www.google.com/search?q=LeetCode+Move+Zeroes,leetcode_slug_guess
